text,label
저 조합은 세나가 아니라 오른이 cs먹는게 맞다고 이 롤알못아,0
1557 그거 미드이렐이 초반에 카밀한테 따여서 나온거임 ㅋㅋ,1
진짜 디도스인가보네,0
젠지팬들은 본인 응원하는팀이 이기고있는데 왜 칭찬이나 응원은없고 상대팀 욕만함 ㅋㅋㅋㅋㅋㅋ,1
??,0
아칼리 왜 안함?,0
백수들이 37000명 ㅋㅋㅋㅋㅋㅋ 대한민국 망했다 ㄹㅇ 직관간 백수 직관애들도 레전드네 ㄹㅇ,1
본인써주는팀이없으니 drx가야지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
"그나마 모건, 기드온, 폴루가 사람임",0
똥너 ㅋㅋ,1
우디르만 안 했어도 참...,0
두황,0
DK 는 대체 모함,1
운전 미숙ㅋㅌㅋㅋㅌㅌ,0
그냥 져라 롤드컵 msi나 봐야지,0
퓨시기 개잘한다,0
티원팬이긴 한데 쵸비 진짜 ㅈㄴ 잘하긴하네,1
서렌기능 넣으면 라스칼 빼고 다 서렌칠듯,0
국제전 무관 젠지 ㄷㄷ,1
양팀합의하에 녹화방송이라하네 앞으로 땡겨봐 애인들아,1
ㅌㅊㅇ ㅋㅋㅋㅋㅋㅋㅋ,0
드릉드릉~,0
화력없는 물좀비 :face-blue-smiling:,0
구마유시야 !!!!! 어제 폼만 유지하자 진짜 좋았다잉,0
진짜 슈발 한번을 못쓰네,1
78910은 역시 정해져있네,0
전용준좀 짤라라 뭔 해설마다 다 틀리냐,1
따이후앙찌엔 짜요우!!!!!!!!!,1
0016,0
익룡 개시끄렂네,1
ㅈㄱㅊㅇ,0
국대미드 쵸비(0) 페이커(X:벤치),1
브리온 젠지 굳이 해야함? 걍 기권 하면 안됨?,1
51살 74년생이다 내밑으로 인사 씨게박아라,1
진짜 제오구케에 쵸비만 달아주면 걍 전승일듯,1
관중 익룡들 없으면 한없이 강해지는 진짜팀들 끼리 붙었네 ㄷㄷㄷ 근대 특정 팀이 관중 함성소리고 맵핑했다는게 사실임?? ㄷㄷㄷ 끼에에에엑 이거가 다이브 치는거랑 관련해서 특정 팀 선수에게 전달해주는 싸인이라는데 ㄷㄷㄷㄷㄷㄷ,1
크랙,1
88848 5년보다 짧다,1
스킬 이름이 짧아요는 씹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아따 테디 사올 돈은 있어도 주한 잡을 돈은 없당께요~,1
88848 채팅 그만하세요,1
모르가나?,0
세텝 어휴,1
젠갈들 설레하더니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개처망했지?,1
페이즈는 진짜 팀 잘 만났네,0
트타 코르키는 쵸비만 하자,0
1557,1
이건 갔네,0
쵸비 키크다,0
또?,0
녹화방송 틀면서 광고를 넣고 자빠졌네ㅋㅋㅋㅋㅋㅋㅋ,1
히힛 도란발싸,0
MSI에서 한판 1557로 지기 vs 롤드컵 8강에서 럼자오자레 주고 8강딱하기,1
왜 골드가 쪽같냐,0
88848,1
씹쉬,1
갈라치기 그만 좀 하고 걍 좀 쳐 봐라 모자란 것들아,1
약한라인이 어딨노,0
쵸비 왜 카르마함,0
롤규성!!!,0
퀀텀…,0
너네 많이 이기셈 우린 월즈 우승할게,0
이걸 비비네,0
젠지팬분들 한화 농심 욕 그만해주세요 깨끗한 채팅 칩시다 ,1
국제전 무관 그만 티원에 비벼,1
사실상 젠지는 플퀘한테 진거지,1
웃는자가 일류다,0
집안에 프로게이머가 2명 ㄷ,0
월즈 우승출신 감독 vs 국대감독,0
에디 브리온에서는 뛸 수 있음?,0
ㅋㅋㅋㅋㅋ,0
"쵸비는 딱 ""맨시티 킬러"" 롤흥민임. 맨시티가 트레블을 해도 알빠노? 리그에서 맨시티 3번연속으로 이겼다 이기 ㅋㅋㅋㅋㅋㅋ 차이점이 있다면 그래도 앰창단은 아시안게임 금메달로 국제전 유관드립치진 않는다 ㅋㅋ",1
걍 개발리네,0
디알엑스 홧팅,0
이걸 페이커 준다고? 절레 절레,0
88,1
Peyz f로 안지은거 후회중 ㅋㅋㅋ 롤에 p넣어봤자 faker 재물이다,1
그들만의 세체미 = 야가오에게 닦여 8강딱,1
맥아?,0
오너 다음시즌에 교체될 수 있겠는데... 내년에 정글러 영입하고 교체될 가능성도 있다고 본다,1
팀 다크 ㅋㅋㅋㅋㅋ 전설의,0
젠서운 이야기: 그 팀 팬들 지능은 스크래치 있는 롤스로이스 팬텀 vs 전재산 쳐바른 풀 튜닝 과학5호기 중에 고르라면 과학 5호기를 고른다.,1
젠지 팀짠거 보니까 티원이 이기겠던데,0
페이즈 그저 펜타무새 킬딸 딸깍 퍼스트 호소인,1
지우가 ㄹㅇ 희망이다...,0
울프 돼지 언급하지마라,1
아이언 티원빠돌이들 지들보다 티어높은애들한테 훈수나 쳐두고 자빠졌노,1
인터뷰 궁금해서 틀었던 경기다...,0
"빡겜하기엔 신인도 있고 브리온보면 이긴적이 한번도 없어서 봐주면서 하는거자나,,",0
캐니언을 저렇게 쓰네 ㅋㅋㅋㅋ,0
결승답긴하다..,0
DK 가 오히려 결승전처럼 보였는데,0
왜 자꾸 스몰더를 해서 누우면서 다른 라인 다 망치네 ㅋㅋ,0
씨맥이 잘해서 올라온게아니라 쵸비빨로 보여줫던거지 쵸비 없으니까 10따리잖아,1
해설이 티원편을 존나게 드네,1
든든,0
킹겐 하루종일 도는게 겜 망쳤음. 뭐하는건지,1
바이퍼 저딴걸 저돈주고,1
젠지팬분들 부디 광동이겼다고 광동뭐라하지마요 패드립도하지말아주세요 쨔오,1
네에 안녕하세요 섭이입니다 찌엔지 여러분들 정말 그러시면 안되는거죠 어떻게 중국을 지지한다고 말씀하실수가 있는거죠? 님들때부터 제 시청자들도 일본이랑 내선일체한다고 선동해대요~~~~~~,1
와든뎁쇼...,0
이 ㅈ밥 싸움이 3꽉을 갈것인가..,1
기인고사 문제오류 ㄷㄷ,0
88848이 뭔가요,1
미드는 쵸비가 이겼네,0
근데 나만 88848 개패고싶음?,1
젠첩들아 질봐라ㅋㅌㅋ,1
전형적인 강팀판독기 ㅋㅋㅋㅋㅋㅋㅋ 게임 내내 질질끌리다가 상대가 개 ㅂ . s 브론즈 짓 하니까 겨우 이기는 ㅋㅋㅋㅋ,1
킬 났다고 좋은게 아닌거 같은데 옵젝 다 뭔가 줄줄 새고 있고,0
공군...? 참새의 습격이다!! 역돌격!!,0
젠지탑 10년무관 ㅋㅋㅋ국내전도 무관 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미드 8년 국내원툴ㅋㅋㅋ,1
중국팀의 그팬들 부들거림 현장,1
젠지 또 이러네,1
역시 켈황,0
디치기 ㅗㅜㅑ,0
티원 화이팅 LPL 젠지 중국 팀 박살내보자,1
폭스가 여우인데 뭔 늑대드립이냐ㅋㅋㅋ,0
88848: 자칭 새체미호소인의 진짜실력,1
엔비 lpl 갔다가 칼복귀했네 ㅋㅋㅋ,0
클로저 부활 ㄷㄷㄷㄷㄷㄷ,0
1+1 이벤트,0
세벽인디 이걸 라이브로...,0
와 진짜 카리스 개극혐이다 진짜 뭐한거냐 트타들고,1
켈린님 제발 나대지마셈 도구주제에,1
너무 부담감이 심했네,0
에포트는 이젠 CL가도 하위권이다ㅋㅋㅋㅋ,0
저기 티원 말하는 애 젠지팬 ㅋㅋㅋㅋㅋ,0
ㄱㅇㅇ,0
1세대 종로의 왕 쇼메이커가 해주겠지,0
벤치혁이 뭐임,1
진짜 무서운건 이래도 1557이 안 나옴,1
티갈들 오올,1
와우 루시안 무엇을 의미하는거지?,0
농심 drx 면 3꽉일텐데 한시라도 빨리 시작해야지 새벽까지 하면 누가보냐 ,0
ㅋㅋㅋ 씨맥 얼탱이 나감,0
대상혁,0
님들아 젠지는 왜 인기가 없어여??,0
ㅋㅋㅋㅋㅋㅋ,0
또 젠도스..,1
와....대상혁은 토스 한명할때 쵸비는 다넣는구나....,1
겜 재밌네 ㅋㅋㅋㅋㅋ,0
카리스는 cs먹는법도모른다ㅋㅋ,1
짜요,1
설마 또 트타하겠어?,0
님들 녹방이라는 썰이 있던데 ㄹㅇ인가요?,0
오리아나가 젤 앞에 있노,0
드릉드릉 썻다고 디도스범들 빡쳤네,0
ㅇㅅㅇ,0
폭스뉴스 ㅋㅋㅋㅋㅋㅋ,0
짜요!!,1
이세키들 대책도 없이 오늘은 안하겠지 하고 시작한거냐,1
페이즈 사고없이 크는거 보면 뭐,0
수은나옴 ㅈㅈ,0
젠지가 진짜 ㅈㄴ 쌔긴 하다,1
티원 다음판도 이기자 ㅎㅇㅌ!,0
딮기 타잔감 ?,0
88848에 쵸비 지분은 0인게 함정밍 ㄴ,1
살았지만 점멸 빠지고 궁빠지고 바론 어캄 ㅋㅋㅋㅋ,0
와 페이커 못하는척해서 낚는거 지리네 ㄷㄷ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇ 너무하네,0
마타 합류가 진짜 신의 한수네ㅋㅋㅋ 탈수기 장난아니네 삼화시절 생각나네,0
끝나겠는데?,0
중국돈으로 삼ㅋㅋㅋㅋ,0
t1이 이기면 어거지로 이긴거고 젠지가 이기면 캐리한거라는 우리의 젠첩,1
아 두쪽 다 아가릿해주라 제발,1
ㅋㅋㅋㅋㅋ DRX 유리한 픽 다 해놓고 지네........,1
즙갈화이팅!!!,1
기프트 ㄷ ㄷ ,0
노틸 딸피 잡으려고 저걸 플쓰고 들어가네 지우인지 뭔지 저게 잘한다고?,1
이긴건 젠진데 화난건 젠지 평균 ㅋㅋ,1
둘이 엄대엄이네,0
프나틱 뭐임ㅋㅋㅋㅋㅋㅋㅋㅋ,0
"별 2개 빼라 제발 ㅋㅋ삼성화이트, 상성블루 커리어 쓰지말고 제발 주제를 알아라 우승도 한적도 없는팀이 별달고 앉았어 ㅋㅋ",1
팡희 커즈아님,0
저거 응원구호임 ?,0
88848 하지마세요 한번만 더 88848 하시면 젠지 법률 담당 사무소 팀장님한테 자료모아서 제출합니다 그만하세요,1
ㅇㅅㅇ 치지마세요...교도소 출소한지 3일됬습니다...찾아갑니다...조용히 살고싶습니다...,0
타워에 낑낑이 나오는거 좀 귀엽네,0
ㅈㄴ잘하네 진짜,1
그렇게,0
아이고 쵸맘들 암말도 못하누 광동한테 지네 ㅋㅋㅋ,1
이래도 1557은 안나오네,1
불독 토스 또ㅋㅋㅋㅋ,0
든든은 머리를 꾸며도 씻어도 얼굴 ㅈ박았네 ,1
프로 맞니?,1
근데 젠지팬이면 조선족임 한족임?? 우투브 아직도 자국에서는 못보게하나... 그것만 아니면 뷰어쉽 개쩔텐데...,1
이번건 걍 한화가 ㅈㄴ 못한듯,1
원래 여기 채팅창은 개판임,0
d,0
디플은 그냥 티원한데 졷집임 ㅋㅋㅋㅋ 디플은 그냥 티원한테 졷집임,1
라이언킹에서 나올꺼 같은 음악인데,0
제카는 페이커가 아니다.,0
건부야.... 나 지금 행복해...,0
1557,1
트페 패시브땜에 자야랑 코어 하나 차이나네ㅋㅋㅋㅋ,0
꼬감독님꼭툭튀 ㅗㅜㅑ,1
한달연봉 400이상만 채팅쳐라 말 ㅈ1ㄴ많네,1
짜요! 젠지! 짜요! LPL!,1
즐기는거지~,0
똥대똥 대결 ㅋ,1
오늘 비디디 느낌없네,1
월즈 준우승도 못 해본 조선족팬 없제? ㅋㅋ,1
빨빨빨싸빨,1
ㅋㅋㅋㅋ,0
3315만에 5중국인한테 진 팀은 어디인가요?,1
도란 왜 발리고 쳐 웃고있누 ㅋㅋ,1
디도스 때문이라는 ㅋ,0
KuTe,0
이정돈 해야 8강딱이라도 하는구나,1
88848,1
88848,1
옛날에 막눈이 안했나,0
근데 진자림은 왜 욕먹는거임 당연히 경쟁할 수도 있는거 아닌가 맥도날드 버거킹 같은 프렌차이즈들은 뭔데 ㅉㅉ,0
조현준 방구석 여포 하남자,1
건부야 ㅠ,0
라스칼 궁왤케 안쓰냐,0
엄 앵 란,1
GG,0
welcome taeyoon,0
이게 탑이다,0
우승하러 가는구나,0
젠지를 잡기외해 럼자오자레 중 럼을 준비한 테리아 ㄷㄷㄷ,0
젠지 보고있냌ㅋㅋ,0
궁소리 존나 시끄럽네,1
빨리만 안끝났음 좋겠네,0
ㄷㄷㄷㄷ,0
진짜개노잼이겠다 어차피 젠지가 이길거 뻔한데,1
ㅋㅋㅋㅋㅋㅋㅋ재밌당,0
광동 화이팅,0
결승에서 디도스 걸리면어캄ㅋㅋ,0
꿀단지 ㄷㄷ,0
6974,1
넥서스(테디)가 터졌다!!1,0
개거품팀,0
뭐하냐,0
한화가 이길듯,0
와ㅁㅊ,0
쵸비 올해 우승해도 4분의1페이커 달성 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
치매노인 나슥갈ㅜㅜ,1
콜미 딜탱가는거 개역겹네,1
펑,0
표식 ㄷㄷ,0
대횡쮀ㅋㅋㅋ,1
1 5 5 7 - 8 8 8 4 8 많 은 주 문 부 탁 드 립 니 다 .,1
한지민도 늙엇내 얼굴보닌간,1
근데 젠지팬이면 조선족임 한족임?? 우투브 아직도 자국에서는 못보게하나... 그것만 아니면 뷰어쉽 개쩔텐데...,1
T1 뭐 돼??,0
역시 씨맥의 샴페인은 일찍 터트려야 제맛이지,0
대ㅡㅡ 상 ㅡㅡ 혁,0
"테디 억까하는사람들이 많은 이유:그래야 ""저 개같이 못하는 테디 대리고 쓰리핏하신 대 상 혁"" 이라고 기습숭배를 할 수있기 때문이다",1
나미 심한데,0
라스칼 대회 나오지마라 진짜 수준 개떨어트리네,1
어마 가즈아!,0
1557 88848 누가 더 죄냐?,1
귀엽노 ㅋㅋ,0
다이애나 옆집누나팬티색갈이누,1
Lec 픽이네,0
줫댄다,1
"착취 아지르로 재미좀 봤다고 또지르,,,,,",0
젠지 2:0 DK,0
와 탑정글 ㄹㅇ 사람이 아니네,1
제발 도란 좀 기인이랑 제우스에 비비지 좀 마라 양심이 없냐?,1
화 나 생 명,0
88848,1
레나타 기가막히네 ,0
진짜 ㅈ같은 구호 아직도 대체 언제 없앨 생각인지,1
88848,1
밴픽 너무 구렸음 뭔 렐 룰루야,0
페이커탈리야 할줄몰라ㅏ,1
굿바이 톰 밴픽 스렉같이해서 슈퍼팀을 지게하네 ㅋㅋㅋ,1
이걸 진 브리온도 레전드네 ㅋㅋ,0
젠지 vs 한화생명 !,0
또발리려고 또지르,0
?,0
독도는 어디땅,0
끼얏호우와 막상막하 ㅋㅋㅋㅋ,0
카이사가 너무 여경인데?,0
티원 쳐발려서 기분좋은 젠지팬들 주말 잘 보내세요,1
88848이거로 fc바르셀로나 메시 챔스로 조롱 하는거 맞죠 최악의 팬덤 슼갈들이 이제 messi까지 건드리네,1
티원 잘해보자~!!!!,0
ㅋㅋ 개양학경기 ㄹㅈㄷ,0
게임이 이미 가버리니까 중계진도 딴소리만 하네,0
아무나 싸워라~~~!,0
젠지,0
화끈하네,0
룰러빨로 4한거지,1
딸치다 걸려서 못 나옴,1
"피넛이 진짜 잘할때는 심리전,수싸움 다 쳐바르는데 대체 왜 국제전만 가면 평범해지냐",0
낼 경기있는데 자꾸 저딴 질문만 준비했노,1
젠지가 3대0으로 이길듯,0
익룡들 둥지치니까 한화가 좀 밀린다 ㅠ,0
웅,0
코르키는 대상혁만 하는걸로 개못하네 진짜 ㅡㅡㅡㅡㅡ,1
뭫9 깎어,0
와리충 쳐긁혀서 발작 ㅠㅠ 하지만 팀팬 익룡이라고매도하는 건 오직 젠찹인게 팩트인걸 ...,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 킹겐 컷,0
1557은 누가 깰수있나 ㅠㅠ,1
아저씨는 왜 1000판씩이나 했어요?ㅋㅋㅋ,0
구마유시 원딜이 방관템은 트롤이냐? ㅋㅋㅋㅋ,1
디플이 이길듯 티원은 롤드컵용,0
클로저한테 배웠나봐 아칼리를,0
진짜 얘네 수준 더럽다 미쳤네ㅋㅋㅋ,1
와 표식 퍼펙트 베릴 미쳤네,0
럼블 이퀄 진짜 ㅋㅋㅋㅋㅋ,0
슈퍼스타 대 황 란,0
너네재능있어,0
1 5 5 7,1
테디 킹겐 희대의 ㅈ거품대전,1
벤픽 진짜 존나못하네,1
거인 ㄷㄷ,0
루시드 때문에 ㅈㄹ났네 ㅋㅋㅋㅋ800원헌납해서 이꼴 났노 ㅋㅋ,1
080 -1557 - 0013,1
젠첩분들이 티원 팬인 척 분탕칩니다 중국인이 해외서 한국사람이라 하는 것 처럼요,1
씹노잼이노,1
3대떡각이야 오늘도,0
제우스던졌다,0
오늘 치킨집들 대박나것농,0
뭐하노,0
골든로드에 도전하는 따이 황 쮜엔 누가 막냐고,1
카멜리온,0
국제 대회 성적이요 8강 8강 8강 룰러(4강) 8강,1
젠지는 어떻게 강팀이 되었는가,1
포비가 니코 즐겨하던 이유 페이갓,0
상식적으로 젠지팬이란게 있겠냐? 다 악성얘갈임 젠지가 팬이 있을리가없잖노,1
뭐하냐진짜 2렙칼리랑 밎딜하는게 맞냐??,0
역대급 저점 터진건가,0
얘네는 lec가도 플옵못간다 이게 뭐냐?,1
풍들었노 예아 ,1
펑,0
씨맥 사퇴해라,1
아니 한화 다음엔 카나비 스카웃 사와라,0
따이 황 찌엔 씨에쑤왕 쵸비의 눕롤 화이팅!!,1
3용 또쳐주내 ㅋㅋㅋㅋㅋㅋ 킹겐이.이리잘해도 쇼메는 뭐하냐?,1
신 상 혁,0
디얼엑스가 디도스 멕였다,0
젠지경기에 왜 메갈리아 페미니스트 좋아요 누른 팀 지지자들이 갈드컵 열고있나요?(진짜 모름),1
시2발대황비;;,1
리신,0
안녕. 나는 젠지팬입니다. 중국인으로써 젠지는 너무 자랑입니다. 젠지 짜이요,1
ㅇㄷㅊㅇ,0
티원화이팅,1
그래서 젠지 롤드컵 우승함??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 국내에서 패면뭐함 마땅한 성적이없는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
뽀삐뽀삐뽀,0
익룡드립할거면 도서관이나 가셈ㅋㅋ,1
프로하면 안되는 애들 많다는 애들 특: 백수 OR 잼민이,0
광동은 자기들 수준에 맞는 픽해야 될거 같은데,1
바이퍼는 진짜 혼자 빛나네,0
ㅈㅈ,0
리신이 트롤이네,1
롤드컵 4회 우승한 페이커를 오직 순수실력으로 벤치로 밀어내고 국대주전미드를 차지한 쵸비 ㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
진짜 오너 개못해,1
슼카스,1
샨테 노틸 6렙차 ㅋㅋㅋ,0
붐붐차,0
아무리 잘해도 월즈8강이잖아,1
왤케 못하냐 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
와 루시드,0
1세트의 t1,0
젠지는 티원전만 미리 준비하느라 월즈꼴나서 Dk한테지겠노,1
직스파이크는 뭔 노근본 조합임?,0
88848 3315,1
오늘 광동은 뭐 새벽경기 인가요? ㅋㅋ,0
중국겜 왜 봄?,1
미드 카르마인데 ,0
1557-0013,1
안딜은 킬 다 몰아쳐먹고 ㅈㄴ못하네,1
트페 잘하내,0
브론즈들 말 많네,0
킹겐이랑 지우 싸움이네,0
저거좀없애라고 제발,0
든든은 머리를 꾸며도 씻어도 얼굴 ㅈ박았네 ,1
팩트 ) 젠지가 욕쳐먹는 이유는 젠첩들 때문이다,1
근데 광동 경기력 왜케 떡락했냐,1
kt도 진짜 못하긴 한다 ㅋㅋ,1
확실히 티원팬이 채팅이 그러네,1
1557은 맨날 하는거 가만 있으면서 88848은 왜 하면 안돼?,1
디도스 ㅈ망겜ㅋㅋ,1
으딜 벤치pog따위가 주전한테 앵기놐ㅋㅋㅋㅋㅋㅋㅋ,1
이게,0
니들 이러는거 페이커도 부끄러워할듯,0
신 상 혁,0
디알엑스 짭 피어엑스,0
2대1 브리온 승 맞음?,0
쵸비가 a급이면 a급도 널렷지,0
리헨즈 왜 또 럼블서폿으로 깝침?,1
개상혁,0
브리온은 그냥 뷰어쉽 n빵이나 받아가자 마인드인가,0
888481616예정,1
라스칼은 어떻게 나날이 못해지는게 눈에 보이냐 ㅋㅋ 연습을 하긴 하나? 연봉 슈킹만 하고 놀러만 다니는거 같던데,1
엥 취소 안됬음?,0
트롤 ㄷ,1
티원은 이런 플레이도 못해서 0:13으로 개털렸더랬죠 :face-blue-smiling::face-blue-smiling:,1
1557은 단한판/88848은 5년동안 밑바닥,1
뭔 드븐이야 진짜 ㅋㅋㅋㅋ 여기가 챌코인지 아나 드븐을 왜하는지 모르겠네,0
응디르 겁나쎼누 ㅋㅋ,0
나미가 진짜 잘하네,0
채팅안치면 재미더럽게없는데 뭘 그냥좀봐,0
경기 재밌다,0
잘생기면 뭐하노 어차피 발릴걸 ㅋㅋ,0
아니 진짜 머임? 언제 시작함,0
88848,1
88848 작작쳐라 전부다 캡처중이다.,1
개딴딴,0
디도슨데 무지성 젠지 까는 그 팀팬들 ㅂㄷㅂㄷ,1
쵸비야 너가 강민철 인강 안들어서 88848이나 하는거다. 페이커는 강기분 4회독하니까 롤드컵 우승 4번이나 했잖니 :face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes:,1
똥이퍼 개못하네,1
이걸 제카탓을하노 ㅋㅋㅋ 먼거 보고도 들박한 도란이나 콜문제지,1
콜미줘야지 콜미가 깨웟는데ㅋㅋㅋ,0
오너 미쳤네,0
바론을 가야지 판단 뭐냐,0
오너는 원래 못해서 놀랍지도 않음,1
88이는 못하는 오리아나,1
레클 개간지다 ㄹㅇ,0
1세트 누가이김,0
쵸비한테 왜 자꾸 아지르 주는,0
시조새 뭣?,0
중국팀이 왜 lck에 있지;;,1
대 상 혁,0
디알엑스 홧팅,0
그러고보니 젠지는 순수무관이네;,1
씨맥은 이제 묻어버렸으면 좋겠군...... 이기면 기고만장해가지고,1
짜이찌엔지 컽!,1
또 제오구케 버스타네 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
쵸없페왕컵,1
진짜 씹덕그자체다 포니,1
10상혁,1
바이퍼원맨팀 ㅋ,1
은호는 이마에 농사지어도되겠다 몇평이냐,1
8848이머임,1
ㅈ소 인디겜 수준 역시,1
1557때는 전령이 쌍둥이까지 갔음,1
존나못해,1
페미니즘 논란 팀 vs 중국 논란팀 ㅋㅋ,1
쭝궈 해킹범들 소행인가요?,1
1557,1
아 진짜 나도 40분 날렸다,0
눈나들 얼굴 가리지마~~~ㅠㅠ,0
lpl 따운!!!!!,1
바론애무만하네 바론싸겠다,0
티원 찢기는거 보니깐 속이 뻥~,1
클템 발악 ㅋㅋㅋㅋ,0
1557 안막는게 AI가해서 그런가?,1
요네 좀 하면 안되나,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐고 아직도 하고있노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
주말에 쿠팡알바하는 레전드 인생 ㅋㅋ,1
패배,0
ㅁㄷㅊㅇ ㅌㅊㅇ ㅈ되네 ㄷㄷㄷ,1
맥반석계란ㄷㄷ,0
오리아나 패배지분율 90퍼ㅋㅋㅋ 용한타 노스펠인데저기서 갈린다고ㅋㅋ?,1
한화에 웬 탐켄치 실사판이 있냐 ㄷㄷ;;,1
1557 벤치 15:0 뮬로켓,1
바선생이 다 했구만,0
"팩트:쵸비는 월즈 기록이 88848. 페이커의 발 끝에도 미치지 못함. 비리비리한테 3ㄷ2로 발리고 설레발떨다가 lpl 공식 중계진한테 조리돌림 당하고 ""영토의 무결성"" 을 외치며 스스로 lpl이 된 팀. 따이 후앙 찌엔ㅋㅋ 지금 쵸비>페이커라면서 1557거리는 분들은 전부 다 자신이 중국인임을 알리고 동북공정을 지지하시는 거죠? 조선족, 간첩이나 다름없네",1
하체에 불지른거지,0
꿀젬지,0
셔메이캌,0
팩트) 젠지는 중국팀이 맞으며 젠지를 응원하는 사람 대부분은 조선족이라는 통계가 나왔다,1
오이 ㄷㄷ,0
자리 해라 ,0
징크스 아무도 안봐주네 ㅋㅋㅋㅋ 딮기 답없다 ㅋㅋㅋㅋ,1
해설은 라이브임??,0
?? 트롤하냐..?,1
88848,1
티원경기에서 이렇게 될때까지 못고쳣다니 협회는 쓰레기내,1
ㅋㅋㅋㅋ롤판에 시그니쳐 챔이어딧냐 멍청한거냐 뭐냐,0
롤이 망한다면 이유는 디도스따,0
 오늘은 죄우스 네 ,1
젠지 팬분들 분탕 그만해주세요 ㅜㅜㅜㅜㅜ,1
오늘은 아터지게찌?,0
여자친구 구함.,0
광동이 좋아보이는데? 또 주도권털릴거같은디,0
베리릴 말랐을때 개 잘생김,0
롤 10년도 넘은 틀딱겜이다 이참에 롤접고 생산적인 일 하자,1
머가 어설프냐,0
농심도 노답 fox도 노답.....,1
오더 왜 이따꾸임?,1
1557-88848,1
최원빈김래현화이팅!!,0
제카는 진짜 아지르못한다,1
1557 ㄲㄲㄲㄲ,1
1557 1557 1557,1
88888888888,1
끼이이이이ㅣㄴ!,0
LCK회장님 웃고계시니 내비둬,0
lck언제부터 중국이랑 대회함?,1
ㄹㅇ 따이후앙비 VS 한화생명 ㅇㅈ,1
어제경기 젠티 역대급노잼이였지 1군vs3군급 노잼경기,1
와앀ㅋㅋㅋㅋ,0
"클템 없으니까 각 종 합성어,줄임말, 억지 비유, 정치 비유 안들어도 되니까 좋다. LCK는 작가가 가이드라인도 안내주노 클템처럼하니까 그들만의 스포츠로 만들지ㅋㅋ",1
88848,1
무생무치는 뭐임 ㅋㅋㅋㅋㅋ무색무취말하는거겠찌?,0
퐐퐐퐐사퐐,1
아 광고 앰,1
변명은 역시 그슼갈,1
세나 나올때마다 cs 드립은 진짜 질리노 ㅋㅋ,0
님들 lck 디도스 오면 어케됨?,0
이 글을 읽고 10초 내에 채팅창에 88848을 입력하지 않을 시 이번 주 내로 큰 불행이 닥치게 됩니다. 시간이 얼마 남지 않았습니다… 10…9…,1
카리스 ㅆㅅㅌㅊ,0
제카<<<<코르키를못함ㅋㅋ,1
1557 vs13.0,1
카리스 넌 나가라,1
피넛 진짜 뒤지게 못하네,1
똥카 ㅋㅋ,1
함예진 어디감?,0
태윤지원금,0
제우스 미쳤네,0
데프트는우승자출신인데뭔 8강딱이라노,0
솔?,0
아니 한화가 1세트내주는게 이상한거임 광동이랑 갭차이가얼만데,0
애들 티원 왤케 싫어하냐 ㅋㅋㅋㄱ 개웃기네 팬이 다 그러겠냐고,0
ㅋ ,0
디도스 괜찮ㅅ을려나,0
뭣이라,0
ㄹㅇ 농심은 그냥 호감이야 ㅈㄴ응원하고 싶음 ㅋㅋㅋㅋ,1
젠지자멸컵먹어서 좋겠노 펙트는 젠지만 만나면 주인님..와들와들모드on,1
쓰레기경기 한세크더봐야되네 아,1
티원 이거 지면 몇개월째 지는거임? ㅋㅋㅋㅋㅋ,1
푸씨,1
염병한다,1
핫생녹,0
ㄹㅅㅋ도 개못하는데,1
안이,0
미드 POG라는 애들은 겜본거맞음?,0
분대가 왜 지들이 분석을 안하고 코치한테 답지를 쳐물어보고 있냐,1
세스 다 밴이네,0
유출드립 그만치고 쳐자라,1
미드차이가 너무 많이 난다 진짜..,1
제우스 왕귀해서 미드 봇 똥치우는 그 패턴 그만 좀 보고싶다... ,1
1557 x 1557 = 3006974,1
노틸이 나 죽여 했는데 정작 다른 캐가죽엏ㅇ네ㅋㅋ,0
ㅋㅋㅋㅋ,0
ㅈㅈ,0
lpl젠지 잘하네,1
씨드백해도 이멤버로 알아듣겟냐 그리핀아니라고 ㅋㅋㅋ,1
